dimension1	dimension1 (2)	dimension2	medida
Industrias Manufactureras	C1622 Fabricación de partes y piezas de carpintería para edificios y construcciones.	12 Los Ríos	0
Industrias Manufactureras	C1621 Fabricación de hojas de madera para enchapado y tableros a base de madera.	12 Los Ríos	81638,476
Industrias Manufactureras	C1610 Aserrado y acepilladura de madera.	12 Los Ríos	101298,139
Industrias Manufactureras	C1520 Fabricación de calzado.	12 Los Ríos	0
Industrias Manufactureras	C1512 Fabricación de maletas, bolsos de mano y artículos similares, artículos de talabartería y guarnicionería.	12 Los Ríos	nan
Industrias Manufactureras	C1410 Fabricación de prendas de vestir, excepto prendas de piel.	12 Los Ríos	0
Industrias Manufactureras	C1399 Fabricación de otros productos textiles n.c.p.	12 Los Ríos	0
Industrias Manufactureras	C1392 Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir.	12 Los Ríos	0
Industrias Manufactureras	C1391 Fabricación de tejidos de punto y ganchillo.	12 Los Ríos	nan
Industrias Manufactureras	C1313 Servicio de acabado de productos textiles.	12 Los Ríos	nan
Industrias Manufactureras	C1312 Tejedura de productos textiles.	12 Los Ríos	nan
Industrias Manufactureras	C1311 Preparación e hilatura de fibras textiles.	12 Los Ríos	nan
Industrias Manufactureras	"C1104 Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas."	12 Los Ríos	0
Industrias Manufactureras	C1101 Destilación, rectificación y mezcla de bebidas alcohólicas.	12 Los Ríos	0
Industrias Manufactureras	C1080 Elaboración de alimentos preparados para animales.	12 Los Ríos	nan
Industrias Manufactureras	C1079 Elaboración de otros productos alimenticios n.c.p.	12 Los Ríos	0
Industrias Manufactureras	C1075 Elaboración de comidas y platos preparados.	12 Los Ríos	0
Industrias Manufactureras	C1074 Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares.	12 Los Ríos	1316,747
Industrias Manufactureras	C1073 Elaboración de cacao, chocolate y productos de confitería.	12 Los Ríos	0
Industrias Manufactureras	C1071 Elaboración de productos de panadería.	12 Los Ríos	0
Industrias Manufactureras	C1062 Elaboración de almidones y productos derivados del almidón.	12 Los Ríos	nan
Industrias Manufactureras	C1061 Elaboración de productos de molinería.	12 Los Ríos	0
Industrias Manufactureras	C1050 Elaboración de productos lácteos.	12 Los Ríos	0
Industrias Manufactureras	C1040 Elaboración de aceites y grasas de origen vegetal y animal.	12 Los Ríos	27147,118
Industrias Manufactureras	C1030 Elaboración y conservación de frutas, legumbres y hortalizas.	12 Los Ríos	31139,679
Industrias Manufactureras	C1020 Elaboración y conservación de pescados, crustáceos y moluscos.	12 Los Ríos	nan
Industrias Manufactureras	C1010 Elaboración y conservación de carne.	12 Los Ríos	0
Industrias Manufactureras	C3320 Instalación de maquinaria y equipo industriales.	13 Manabí	0
Industrias Manufactureras	C3319 Reparación de otros tipos de equipo.	13 Manabí	0
Industrias Manufactureras	C3315 Reparación de equipo de transporte, excepto vehículos automotores.	13 Manabí	438,49
Industrias Manufactureras	C3314 Reparación de equipo eléctrico.	13 Manabí	0
Industrias Manufactureras	C3313 Reparación de equipo electrónico y óptico.	13 Manabí	0
Industrias Manufactureras	C3312 Reparación de maquinaria.	13 Manabí	0
Industrias Manufactureras	C3311 Reparación de productos elaborados de metal.	13 Manabí	0
Industrias Manufactureras	C3290 Otras industrias manufactureras n.c.p.	13 Manabí	6,528
Industrias Manufactureras	C3250 Fabricación de instrumentos y materiales médicos y odontológicos.	13 Manabí	0
Industrias Manufactureras	C3240 Fabricación de juegos y juguetes.	13 Manabí	0
Industrias Manufactureras	C3230 Fabricación de artículos de deporte.	13 Manabí	0
Industrias Manufactureras	C3212 Fabricación de bisutería y artículos conexos.	13 Manabí	0
Industrias Manufactureras	C3211 Fabricación de joyas y artículos conexos.	13 Manabí	0
Industrias Manufactureras	C3100 Fabricación de muebles.	13 Manabí	0
Industrias Manufactureras	C3030 Fabricación de aeronaves y naves especiales y maquinaria conexa.	13 Manabí	0
Industrias Manufactureras	C3020 Fabricación de locomotoras y material rodante.	13 Manabí	nan
Industrias Manufactureras	C3012 Construcción de embarcaciones de recreo y deporte.	13 Manabí	0
Industrias Manufactureras	C3011 Construcción de buques y estructuras flotantes.	13 Manabí	91,448
Industrias Manufactureras	C2930 Fabricación de partes, piezas y accesorios para vehículos automotores.	13 Manabí	nan
Industrias Manufactureras	"C2920 Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques."	13 Manabí	0
Industrias Manufactureras	C2910 Fabricación de vehículos automotores.	13 Manabí	0
Industrias Manufactureras	C2829 Fabricación de otros tipos de maquinaria de uso especial.	13 Manabí	nan
Industrias Manufactureras	C2826 Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros.	13 Manabí	0
Industrias Manufactureras	C2825 Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco.	13 Manabí	0
Industrias Manufactureras	C2824 Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción.	13 Manabí	0
Industrias Manufactureras	C2823 Fabricación de maquinaria metalúrgica.	13 Manabí	nan
Industrias Manufactureras	C2822 Fabricación de maquinaria para la conformación de metales y de máquinas herramienta.	13 Manabí	0
Industrias Manufactureras	C2821 Fabricación de maquinaria agropecuaria y forestal.	13 Manabí	0
Industrias Manufactureras	C2819 Fabricación de otros tipos de maquinaria de uso general.	13 Manabí	0
Industrias Manufactureras	C2816 Fabricación de equipo de elevación y manipulación.	13 Manabí	nan
Industrias Manufactureras	C2815 Fabricación de hornos y quemadores.	13 Manabí	0
Industrias Manufactureras	C2812 Fabricación de equipo de propulsión de fluidos.	13 Manabí	0
Industrias Manufactureras	C2811 Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas.	13 Manabí	0
Industrias Manufactureras	C2750 Fabricación de aparatos de uso doméstico.	13 Manabí	0
Industrias Manufactureras	C2740 Fabricación de equipo eléctrico de iluminación.	13 Manabí	0
Industrias Manufactureras	C2720 Fabricación de pilas, baterías y acumuladores.	13 Manabí	nan
Industrias Manufactureras	C2710 Fabricación de motores, generadores, transformadores eléctricos y aparatos de distribución y control de la energía e	13 Manabí	0
Industrias Manufactureras	C2651 Fabricación de equipos de medición, prueba, navegación, control y de relojes.	13 Manabí	0
Industrias Manufactureras	C2630 Fabricación de equipo de comunicaciones.	13 Manabí	nan
Industrias Manufactureras	C2599 Fabricación de otros productos elaborados de metal n.c.p.	13 Manabí	0
Industrias Manufactureras	C2593 Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería.	13 Manabí	0
Industrias Manufactureras	"C2592 Tratamiento y revestimiento de metales; maquinado."	13 Manabí	0
Industrias Manufactureras	"C2591 Forja, prensado, estampado y laminado de metales; pulvimetalurgia."	13 Manabí	0
Industrias Manufactureras	C2520 Fabricación de armas y municiones.	13 Manabí	0
Industrias Manufactureras	C2512 Fabricación de tanques, depósitos y recipientes de metal.	13 Manabí	nan
Industrias Manufactureras	C2511 Fabricación de productos metálicos para uso estructural.	13 Manabí	0
Industrias Manufactureras	C2432 Fundición de metales no ferrosos.	13 Manabí	0
Industrias Manufactureras	C2431 Fundición de hierro y acero.	13 Manabí	nan
Industrias Manufactureras	C2420 Fabricación de productos primarios de metales preciosos y metales no ferrosos.	13 Manabí	0
Industrias Manufactureras	C2410 Industrias básicas de hierro y acero.	13 Manabí	0
Industrias Manufactureras	C2399 Fabricación de otros productos minerales no metálicos n.c.p.	13 Manabí	nan
Industrias Manufactureras	C2396 Corte, tallado y acabado de la piedra.	13 Manabí	0
Industrias Manufactureras	C2395 Fabricación de artículos de hormigón, de cemento y yeso.	13 Manabí	0
Industrias Manufactureras	C2393 Fabricación de otros productos de porcelana y de cerámica.	13 Manabí	0
Industrias Manufactureras	C2392 Fabricación de materiales de construcción de arcilla.	13 Manabí	0
Industrias Manufactureras	C2391 Fabricación de productos refractarios.	13 Manabí	0
Industrias Manufactureras	C2310 Fabricación de vidrio y productos de vidrio.	13 Manabí	0
Industrias Manufactureras	C2220 Fabricación de productos de plástico.	13 Manabí	2241,714
Industrias Manufactureras	C2219 Fabricación de otros productos de caucho.	13 Manabí	nan
Industrias Manufactureras	"C2211 Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho."	13 Manabí	0
Industrias Manufactureras	C2100 Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico.	13 Manabí	679,746
Industrias Manufactureras	C2029 Fabricación de otros productos químicos n.c.p.	13 Manabí	3504,49
Industrias Manufactureras	C2023 Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador.	13 Manabí	0
Industrias Manufactureras	C2021 Fabricación de plaguicidas y otros productos químicos de uso agropecuario.	13 Manabí	0
Industrias Manufactureras	C2013 Fabricación de plásticos y cauchos sintéticos en formas primarias.	13 Manabí	nan
Industrias Manufactureras	C2012 Fabricación de abonos y compuestos de nitrógeno.	13 Manabí	0
Industrias Manufactureras	C2011 Fabricación de substancias químicas básicas.	13 Manabí	0
Industrias Manufactureras	C1910 Fabricación de productos de horno de coque.	13 Manabí	0
Industrias Manufactureras	C1820 Reproducción de grabaciones.	13 Manabí	nan
Industrias Manufactureras	C1812 Actividades de servicios relacionados con la impresión.	13 Manabí	0
Industrias Manufactureras	C1811 Actividades de impresión.	13 Manabí	0
Industrias Manufactureras	C1709 Fabricación de otros artículos del papel y cartón.	13 Manabí	0
Industrias Manufactureras	C1702 Fabricación de papel y cartón ondulado y de envases de papel y cartón.	13 Manabí	0
Industrias Manufactureras	C1701 Fabricación de pasta de madera, papel y cartón.	13 Manabí	0
Industrias Manufactureras	"C1629 Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables."	13 Manabí	0
Industrias Manufactureras	C1623 Fabricación de recipientes de madera.	13 Manabí	0
Industrias Manufactureras	C1622 Fabricación de partes y piezas de carpintería para edificios y construcciones.	13 Manabí	0
Industrias Manufactureras	C1610 Aserrado y acepilladura de madera.	13 Manabí	5509,95
Industrias Manufactureras	C1520 Fabricación de calzado.	13 Manabí	0
Industrias Manufactureras	C1512 Fabricación de maletas, bolsos de mano y artículos similares, artículos de talabartería y guarnicionería.	13 Manabí	0
Industrias Manufactureras	C1430 Fabricación de artículos de punto y ganchillo.	13 Manabí	0
Industrias Manufactureras	C1410 Fabricación de prendas de vestir, excepto prendas de piel.	13 Manabí	46,915
Industrias Manufactureras	C1399 Fabricación de otros productos textiles n.c.p.	13 Manabí	0
Industrias Manufactureras	C1394 Fabricación de cuerdas, cordeles, bramantes y redes.	13 Manabí	0
Industrias Manufactureras	C1393 Fabricación de tapices y alfombras.	13 Manabí	0
Industrias Manufactureras	C1392 Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir.	13 Manabí	0
Industrias Manufactureras	C1391 Fabricación de tejidos de punto y ganchillo.	13 Manabí	nan
Industrias Manufactureras	C1313 Servicio de acabado de productos textiles.	13 Manabí	0
Industrias Manufactureras	C1312 Tejedura de productos textiles.	13 Manabí	0
Industrias Manufactureras	C1311 Preparación e hilatura de fibras textiles.	13 Manabí	0
Industrias Manufactureras	"C1104 Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas."	13 Manabí	0
Industrias Manufactureras	C1103 Elaboración de bebidas malteadas y de malta.	13 Manabí	0
Industrias Manufactureras	C1101 Destilación, rectificación y mezcla de bebidas alcohólicas.	13 Manabí	0
Industrias Manufactureras	C1080 Elaboración de alimentos preparados para animales.	13 Manabí	0
Industrias Manufactureras	C1079 Elaboración de otros productos alimenticios n.c.p.	13 Manabí	50751,29
Industrias Manufactureras	C1075 Elaboración de comidas y platos preparados.	13 Manabí	0
Industrias Manufactureras	C1074 Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares.	13 Manabí	0
Industrias Manufactureras	C1073 Elaboración de cacao, chocolate y productos de confitería.	13 Manabí	0
Industrias Manufactureras	C1072 Elaboración de azúcar.	13 Manabí	0
Industrias Manufactureras	C1071 Elaboración de productos de panadería.	13 Manabí	0
Industrias Manufactureras	C1062 Elaboración de almidones y productos derivados del almidón.	13 Manabí	0
Industrias Manufactureras	C1061 Elaboración de productos de molinería.	13 Manabí	0
Industrias Manufactureras	C1050 Elaboración de productos lácteos.	13 Manabí	0
Industrias Manufactureras	C1040 Elaboración de aceites y grasas de origen vegetal y animal.	13 Manabí	47199,001
Industrias Manufactureras	C1030 Elaboración y conservación de frutas, legumbres y hortalizas.	13 Manabí	9144,283
Industrias Manufactureras	C1020 Elaboración y conservación de pescados, crustáceos y moluscos.	13 Manabí	1038871,45
Industrias Manufactureras	C1010 Elaboración y conservación de carne.	13 Manabí	0
Industrias Manufactureras	C3314 Reparación de equipo eléctrico.	14 Morona Santiago	0
Industrias Manufactureras	C3312 Reparación de maquinaria.	14 Morona Santiago	0
Industrias Manufactureras	C3311 Reparación de productos elaborados de metal.	14 Morona Santiago	0
Industrias Manufactureras	C3240 Fabricación de juegos y juguetes.	14 Morona Santiago	nan
Industrias Manufactureras	C3211 Fabricación de joyas y artículos conexos.	14 Morona Santiago	nan
Industrias Manufactureras	C3100 Fabricación de muebles.	14 Morona Santiago	0
Industrias Manufactureras	C2930 Fabricación de partes, piezas y accesorios para vehículos automotores.	14 Morona Santiago	nan
